dato,skole,elevdag,laererdag,sfodag,kommentar
2018-05-30,Goa skole,ja,ja,ja,
2018-05-31,Goa skole,ja,ja,ja,
2018-06-01,Goa skole,ja,ja,ja,
2018-06-02,Goa skole,nei,nei,nei,lørdag
2018-06-03,Goa skole,nei,nei,nei,søndag
2018-06-04,Goa skole,ja,ja,ja,
2018-06-05,Goa skole,ja,ja,ja,
2018-06-06,Goa skole,ja,ja,ja,
2018-06-07,Goa skole,ja,ja,ja,
2018-06-08,Goa skole,ja,ja,ja,
2018-06-09,Goa skole,nei,nei,nei,lørdag
2018-06-10,Goa skole,nei,nei,nei,søndag
2018-06-11,Goa skole,ja,ja,ja,
2018-06-12,Goa skole,ja,ja,ja,
2018-06-13,Goa skole,ja,ja,ja,
2018-06-14,Goa skole,ja,ja,ja,
2018-06-15,Goa skole,ja,ja,ja,
2018-06-16,Goa skole,nei,nei,nei,lørdag
2018-06-17,Goa skole,nei,nei,nei,søndag
2018-06-18,Goa skole,ja,ja,ja,
2018-06-19,Goa skole,ja,ja,ja,
2018-06-20,Goa skole,ja,ja,ja,
2018-06-21,Goa skole,ja,ja,ja,
2018-06-22,Goa skole,ja,ja,ja,Siste skoledag
2018-06-23,Goa skole,nei,nei,nei,lørdag
2018-06-24,Goa skole,nei,nei,nei,søndag
2018-06-25,Goa skole,nei,nei,ja,Sommerferie
2018-06-26,Goa skole,nei,nei,ja,Sommerferie
2018-06-27,Goa skole,nei,nei,ja,Sommerferie
2018-06-28,Goa skole,nei,nei,ja,Sommerferie
2018-06-29,Goa skole,nei,nei,ja,Sommerferie
2018-06-30,Goa skole,nei,nei,nei,lørdag
2018-07-01,Goa skole,nei,nei,nei,søndag
2018-07-02,Goa skole,nei,nei,nei,Sommerferie
2018-07-03,Goa skole,nei,nei,nei,Sommerferie
2018-07-04,Goa skole,nei,nei,nei,Sommerferie
2018-07-05,Goa skole,nei,nei,nei,Sommerferie
2018-07-06,Goa skole,nei,nei,nei,Sommerferie
2018-07-07,Goa skole,nei,nei,nei,lørdag
2018-07-08,Goa skole,nei,nei,nei,søndag
2018-07-09,Goa skole,nei,nei,nei,Sommerferie
2018-07-10,Goa skole,nei,nei,nei,Sommerferie
2018-07-11,Goa skole,nei,nei,nei,Sommerferie
2018-07-12,Goa skole,nei,nei,nei,Sommerferie
2018-07-13,Goa skole,nei,nei,nei,Sommerferie
2018-07-14,Goa skole,nei,nei,nei,lørdag
2018-07-15,Goa skole,nei,nei,nei,søndag
2018-07-16,Goa skole,nei,nei,nei,Sommerferie
2018-07-17,Goa skole,nei,nei,nei,Sommerferie
2018-07-18,Goa skole,nei,nei,nei,Sommerferie
2018-07-19,Goa skole,nei,nei,nei,Sommerferie
2018-07-20,Goa skole,nei,nei,nei,Sommerferie
2018-07-21,Goa skole,nei,nei,nei,lørdag
2018-07-22,Goa skole,nei,nei,nei,søndag
2018-07-23,Goa skole,nei,nei,nei,Sommerferie
2018-07-24,Goa skole,nei,nei,nei,Sommerferie
2018-07-25,Goa skole,nei,nei,nei,Sommerferie
2018-07-26,Goa skole,nei,nei,nei,Sommerferie
2018-07-27,Goa skole,nei,nei,nei,Sommerferie
2018-07-28,Goa skole,nei,nei,nei,lørdag
2018-07-29,Goa skole,nei,nei,nei,søndag
2018-07-30,Goa skole,nei,nei,nei,Sommerferie
2018-07-31,Goa skole,nei,nei,nei,Sommerferie
2017-08-01,Randaberg kulturskole,nei,nei,ja,
2017-08-02,Randaberg kulturskole,nei,nei,ja,
2017-08-03,Randaberg kulturskole,nei,nei,ja,
2017-08-04,Randaberg kulturskole,nei,nei,ja,
2017-08-05,Randaberg kulturskole,nei,nei,nei,lørdag
2017-08-06,Randaberg kulturskole,nei,nei,nei,søndag
2017-08-07,Randaberg kulturskole,nei,nei,ja,
2017-08-08,Randaberg kulturskole,nei,nei,ja,
2017-08-09,Randaberg kulturskole,nei,nei,ja,
2017-08-10,Randaberg kulturskole,nei,nei,ja,
2017-08-11,Randaberg kulturskole,nei,nei,ja,
2017-08-12,Randaberg kulturskole,nei,nei,nei,lørdag
2017-08-13,Randaberg kulturskole,nei,nei,nei,søndag
2017-08-14,Randaberg kulturskole,nei,nei,ja,
2017-08-15,Randaberg kulturskole,nei,nei,ja,
2017-08-16,Randaberg kulturskole,nei,nei,ja,
2017-08-17,Randaberg kulturskole,ja,ja,ja,Skolestart
2017-08-18,Randaberg kulturskole,ja,ja,ja,
2017-08-19,Randaberg kulturskole,nei,nei,nei,lørdag
2017-08-20,Randaberg kulturskole,nei,nei,nei,søndag
2017-08-21,Randaberg kulturskole,ja,ja,ja,
2017-08-22,Randaberg kulturskole,ja,ja,ja,
2017-08-23,Randaberg kulturskole,ja,ja,ja,
2017-08-24,Randaberg kulturskole,ja,ja,ja,
2017-08-25,Randaberg kulturskole,ja,ja,ja,
2017-08-26,Randaberg kulturskole,nei,nei,nei,lørdag
2017-08-27,Randaberg kulturskole,nei,nei,nei,søndag
2017-08-28,Randaberg kulturskole,ja,ja,ja,
2017-08-29,Randaberg kulturskole,ja,ja,ja,
2017-08-30,Randaberg kulturskole,ja,ja,ja,
2017-08-31,Randaberg kulturskole,ja,ja,ja,
2017-09-01,Randaberg kulturskole,ja,ja,ja,
2017-09-02,Randaberg kulturskole,nei,nei,nei,lørdag
2017-09-03,Randaberg kulturskole,nei,nei,nei,søndag
2017-09-04,Randaberg kulturskole,ja,ja,ja,
2017-09-05,Randaberg kulturskole,ja,ja,ja,
2017-09-06,Randaberg kulturskole,ja,ja,ja,
2017-09-07,Randaberg kulturskole,ja,ja,ja,
2017-09-08,Randaberg kulturskole,ja,ja,ja,
2017-09-09,Randaberg kulturskole,nei,nei,nei,lørdag
2017-09-10,Randaberg kulturskole,nei,nei,nei,søndag
2017-09-11,Randaberg kulturskole,ja,ja,ja,
2017-09-12,Randaberg kulturskole,ja,ja,ja,
2017-09-13,Randaberg kulturskole,ja,ja,ja,
2017-09-14,Randaberg kulturskole,ja,ja,ja,
2017-09-15,Randaberg kulturskole,ja,ja,ja,
2017-09-16,Randaberg kulturskole,nei,nei,nei,lørdag
2017-09-17,Randaberg kulturskole,nei,nei,nei,søndag
2017-09-18,Randaberg kulturskole,ja,ja,ja,
2017-09-19,Randaberg kulturskole,ja,ja,ja,
2017-09-20,Randaberg kulturskole,ja,ja,ja,
2017-09-21,Randaberg kulturskole,ja,ja,ja,
2017-09-22,Randaberg kulturskole,ja,ja,ja,
2017-09-23,Randaberg kulturskole,nei,nei,nei,lørdag
2017-09-24,Randaberg kulturskole,nei,nei,nei,søndag
2017-09-25,Randaberg kulturskole,ja,ja,ja,
2017-09-26,Randaberg kulturskole,ja,ja,ja,
2017-09-27,Randaberg kulturskole,ja,ja,ja,
2017-09-28,Randaberg kulturskole,ja,ja,ja,
2017-09-29,Randaberg kulturskole,ja,ja,ja,
2017-09-30,Randaberg kulturskole,nei,nei,nei,lørdag
2017-10-01,Randaberg kulturskole,nei,nei,nei,søndag
2017-10-02,Randaberg kulturskole,ja,ja,ja,
2017-10-03,Randaberg kulturskole,ja,ja,ja,
2017-10-04,Randaberg kulturskole,ja,ja,ja,
2017-10-05,Randaberg kulturskole,ja,ja,ja,
2017-10-06,Randaberg kulturskole,ja,ja,ja,
2017-10-07,Randaberg kulturskole,nei,nei,nei,lørdag
2017-10-08,Randaberg kulturskole,nei,nei,nei,søndag
2017-10-09,Randaberg kulturskole,nei,nei,ja,Høstferie
2017-10-10,Randaberg kulturskole,nei,nei,ja,Høstferie
2017-10-11,Randaberg kulturskole,nei,nei,ja,Høstferie
2017-10-12,Randaberg kulturskole,nei,nei,ja,Høstferie
2017-10-13,Randaberg kulturskole,nei,nei,ja,Høstferie
2017-10-14,Randaberg kulturskole,nei,nei,nei,lørdag
2017-10-15,Randaberg kulturskole,nei,nei,nei,søndag
2017-10-16,Randaberg kulturskole,ja,ja,ja,
2017-10-17,Randaberg kulturskole,ja,ja,ja,
2017-10-18,Randaberg kulturskole,ja,ja,ja,
2017-10-19,Randaberg kulturskole,ja,ja,ja,
2017-10-20,Randaberg kulturskole,ja,ja,ja,
2017-10-21,Randaberg kulturskole,nei,nei,nei,lørdag
2017-10-22,Randaberg kulturskole,nei,nei,nei,søndag
2017-10-23,Randaberg kulturskole,ja,ja,ja,
2017-10-24,Randaberg kulturskole,ja,ja,ja,
2017-10-25,Randaberg kulturskole,ja,ja,ja,
2017-10-26,Randaberg kulturskole,ja,ja,ja,
2017-10-27,Randaberg kulturskole,ja,ja,ja,
2017-10-28,Randaberg kulturskole,nei,nei,nei,lørdag
2017-10-29,Randaberg kulturskole,nei,nei,nei,søndag
2017-10-30,Randaberg kulturskole,ja,ja,ja,
2017-10-31,Randaberg kulturskole,ja,ja,ja,
2017-11-01,Randaberg kulturskole,ja,ja,ja,
2017-11-02,Randaberg kulturskole,ja,ja,ja,
2017-11-03,Randaberg kulturskole,ja,ja,ja,
2017-11-04,Randaberg kulturskole,nei,nei,nei,lørdag
2017-11-05,Randaberg kulturskole,nei,nei,nei,søndag
2017-11-06,Randaberg kulturskole,ja,ja,ja,
2017-11-07,Randaberg kulturskole,ja,ja,ja,
2017-11-08,Randaberg kulturskole,ja,ja,ja,
2017-11-09,Randaberg kulturskole,ja,ja,ja,
2017-11-10,Randaberg kulturskole,ja,ja,ja,
2017-11-11,Randaberg kulturskole,nei,nei,nei,lørdag
2017-11-12,Randaberg kulturskole,nei,nei,nei,søndag
2017-11-13,Randaberg kulturskole,ja,ja,ja,
2017-11-14,Randaberg kulturskole,ja,ja,ja,
2017-11-15,Randaberg kulturskole,ja,ja,ja,
2017-11-16,Randaberg kulturskole,nei,ja,ja,Plandag
2017-11-17,Randaberg kulturskole,nei,ja,ja,Plandag
2017-11-18,Randaberg kulturskole,nei,nei,nei,lørdag
2017-11-19,Randaberg kulturskole,nei,nei,nei,søndag
2017-11-20,Randaberg kulturskole,ja,ja,ja,
2017-11-21,Randaberg kulturskole,ja,ja,ja,
2017-11-22,Randaberg kulturskole,ja,ja,ja,
2017-11-23,Randaberg kulturskole,ja,ja,ja,
2017-11-24,Randaberg kulturskole,ja,ja,ja,
2017-11-25,Randaberg kulturskole,nei,nei,nei,lørdag
2017-11-26,Randaberg kulturskole,nei,nei,nei,søndag
2017-11-27,Randaberg kulturskole,ja,ja,ja,
2017-11-28,Randaberg kulturskole,ja,ja,ja,
2017-11-29,Randaberg kulturskole,ja,ja,ja,
2017-11-30,Randaberg kulturskole,ja,ja,ja,
2017-12-01,Randaberg kulturskole,ja,ja,ja,
2017-12-02,Randaberg kulturskole,nei,nei,nei,lørdag
2017-12-03,Randaberg kulturskole,nei,nei,nei,søndag
2017-12-04,Randaberg kulturskole,ja,ja,ja,
2017-12-05,Randaberg kulturskole,ja,ja,ja,
2017-12-06,Randaberg kulturskole,ja,ja,ja,
2017-12-07,Randaberg kulturskole,ja,ja,ja,
2017-12-08,Randaberg kulturskole,ja,ja,ja,
2017-12-09,Randaberg kulturskole,nei,nei,nei,lørdag
2017-12-10,Randaberg kulturskole,nei,nei,nei,søndag
2017-12-11,Randaberg kulturskole,ja,ja,ja,
2017-12-12,Randaberg kulturskole,ja,ja,ja,
2017-12-13,Randaberg kulturskole,ja,ja,ja,
2017-12-14,Randaberg kulturskole,ja,ja,ja,
2017-12-15,Randaberg kulturskole,ja,ja,ja,
2017-12-16,Randaberg kulturskole,nei,nei,nei,lørdag
2017-12-17,Randaberg kulturskole,nei,nei,nei,søndag
2017-12-18,Randaberg kulturskole,ja,ja,ja,
2017-12-19,Randaberg kulturskole,ja,ja,ja,
2017-12-20,Randaberg kulturskole,ja,ja,ja,
2017-12-21,Randaberg kulturskole,ja,ja,ja,
2017-12-22,Randaberg kulturskole,nei,n,ja,siste skoledag
2017-12-23,Randaberg kulturskole,nei,nei,nei,lørdag
2017-12-24,Randaberg kulturskole,nei,nei,nei,søndag
2017-12-25,Randaberg kulturskole,nei,nei,nei,1. juledag
2017-12-26,Randaberg kulturskole,nei,nei,nei,2. juledag
2017-12-27,Randaberg kulturskole,nei,nei,ja,Juleferie
2017-12-28,Randaberg kulturskole,nei,nei,ja,Juleferie
2017-12-29,Randaberg kulturskole,nei,nei,ja,Juleferie
2017-12-30,Randaberg kulturskole,nei,nei,nei,lørdag
2017-12-31,Randaberg kulturskole,nei,nei,nei,søndag
2018-01-01,Randaberg kulturskole,nei,nei,nei,1. nyttårsdag
2018-01-02,Randaberg kulturskole,nei,nei,ja,Fridag
2018-01-03,Randaberg kulturskole,ja,ja,ja,Første dag etter ferien
2018-01-04,Randaberg kulturskole,ja,ja,ja,
2018-01-05,Randaberg kulturskole,ja,ja,ja,
2018-01-06,Randaberg kulturskole,nei,nei,nei,lørdag
2018-01-07,Randaberg kulturskole,nei,nei,nei,søndag
2018-01-08,Randaberg kulturskole,ja,ja,ja,
2018-01-09,Randaberg kulturskole,ja,ja,ja,
2018-01-10,Randaberg kulturskole,ja,ja,ja,
2018-01-11,Randaberg kulturskole,ja,ja,ja,
2018-01-12,Randaberg kulturskole,ja,ja,ja,
2018-01-13,Randaberg kulturskole,nei,nei,nei,lørdag
2018-01-14,Randaberg kulturskole,nei,nei,nei,søndag
2018-01-15,Randaberg kulturskole,ja,ja,ja,
2018-01-16,Randaberg kulturskole,ja,ja,ja,
2018-01-17,Randaberg kulturskole,ja,ja,ja,
2018-01-18,Randaberg kulturskole,ja,ja,ja,
2018-01-19,Randaberg kulturskole,ja,ja,ja,
2018-01-20,Randaberg kulturskole,nei,nei,nei,lørdag
2018-01-21,Randaberg kulturskole,nei,nei,nei,søndag
2018-01-22,Randaberg kulturskole,ja,ja,ja,
2018-01-23,Randaberg kulturskole,ja,ja,ja,
2018-01-24,Randaberg kulturskole,ja,ja,ja,
2018-01-25,Randaberg kulturskole,ja,ja,ja,
2018-01-26,Randaberg kulturskole,ja,ja,ja,
2018-01-27,Randaberg kulturskole,nei,nei,nei,lørdag
2018-01-28,Randaberg kulturskole,nei,nei,nei,søndag
2018-01-29,Randaberg kulturskole,ja,ja,ja,
2018-01-30,Randaberg kulturskole,ja,ja,ja,
2018-01-31,Randaberg kulturskole,ja,ja,ja,
2018-02-01,Randaberg kulturskole,ja,ja,ja,
2018-02-02,Randaberg kulturskole,ja,ja,ja,
2018-02-03,Randaberg kulturskole,nei,nei,nei,lørdag
2018-02-04,Randaberg kulturskole,nei,nei,nei,søndag
2018-02-05,Randaberg kulturskole,ja,ja,ja,
2018-02-06,Randaberg kulturskole,ja,ja,ja,
2018-02-07,Randaberg kulturskole,ja,ja,ja,
2018-02-08,Randaberg kulturskole,ja,ja,ja,
2018-02-09,Randaberg kulturskole,ja,ja,ja,
2018-02-10,Randaberg kulturskole,nei,nei,nei,lørdag
2018-02-11,Randaberg kulturskole,nei,nei,nei,søndag
2018-02-12,Randaberg kulturskole,nei,nei,ja,Vinterferie
2018-02-13,Randaberg kulturskole,nei,nei,ja,Vinterferie
2018-02-14,Randaberg kulturskole,nei,nei,ja,Vinterferie
2018-02-15,Randaberg kulturskole,nei,nei,ja,Vinterferie
2018-02-16,Randaberg kulturskole,nei,nei,ja,Vinterferie
2018-02-17,Randaberg kulturskole,nei,nei,nei,lørdag
2018-02-18,Randaberg kulturskole,nei,nei,nei,søndag
2018-02-19,Randaberg kulturskole,ja,ja,ja,
2018-02-20,Randaberg kulturskole,ja,ja,ja,
2018-02-21,Randaberg kulturskole,ja,ja,ja,
2018-02-22,Randaberg kulturskole,ja,ja,ja,
2018-02-23,Randaberg kulturskole,ja,ja,ja,
2018-02-24,Randaberg kulturskole,nei,nei,nei,lørdag
2018-02-25,Randaberg kulturskole,nei,nei,nei,søndag
2018-02-26,Randaberg kulturskole,ja,ja,ja,
2018-02-27,Randaberg kulturskole,ja,ja,ja,
2018-02-28,Randaberg kulturskole,ja,ja,ja,
2018-03-01,Randaberg kulturskole,ja,ja,ja,
2018-03-02,Randaberg kulturskole,ja,ja,ja,
2018-03-03,Randaberg kulturskole,nei,nei,nei,lørdag
2018-03-04,Randaberg kulturskole,nei,nei,nei,søndag
2018-03-05,Randaberg kulturskole,ja,ja,ja,
2018-03-06,Randaberg kulturskole,ja,ja,ja,
2018-03-07,Randaberg kulturskole,ja,ja,ja,
2018-03-08,Randaberg kulturskole,ja,ja,ja,
2018-03-09,Randaberg kulturskole,ja,ja,ja,
2018-03-10,Randaberg kulturskole,nei,nei,nei,lørdag
2018-03-11,Randaberg kulturskole,nei,nei,nei,søndag
2018-03-12,Randaberg kulturskole,ja,ja,ja,
2018-03-13,Randaberg kulturskole,ja,ja,ja,
2018-03-14,Randaberg kulturskole,ja,ja,ja,
2018-03-15,Randaberg kulturskole,ja,ja,ja,
2018-03-16,Randaberg kulturskole,ja,ja,ja,
2018-03-17,Randaberg kulturskole,nei,nei,nei,lørdag
2018-03-18,Randaberg kulturskole,nei,nei,nei,søndag
2018-03-19,Randaberg kulturskole,ja,ja,ja,
2018-03-20,Randaberg kulturskole,ja,ja,ja,
2018-03-21,Randaberg kulturskole,ja,ja,ja,
2018-03-22,Randaberg kulturskole,ja,ja,ja,
2018-03-23,Randaberg kulturskole,ja,ja,ja,
2018-03-24,Randaberg kulturskole,nei,nei,nei,lørdag
2018-03-25,Randaberg kulturskole,nei,nei,nei,søndag
2018-03-26,Randaberg kulturskole,nei,nei,ja,Påskeferie
2018-03-27,Randaberg kulturskole,nei,nei,ja,Påskeferie
2018-03-28,Randaberg kulturskole,nei,nei,ja,Påskeferie
2018-03-29,Randaberg kulturskole,nei,nei,nei,Skjærtorsdag
2018-03-30,Randaberg kulturskole,nei,nei,nei,Langfredag
2018-03-31,Randaberg kulturskole,nei,nei,nei,lørdag
2018-04-01,Randaberg kulturskole,nei,nei,nei,1. påskedag
2018-04-02,Randaberg kulturskole,nei,nei,nei,2. påskedag
2018-04-03,Randaberg kulturskole,ja,ja,ja,
2018-04-04,Randaberg kulturskole,ja,ja,ja,
2018-04-05,Randaberg kulturskole,ja,ja,ja,
2018-04-06,Randaberg kulturskole,ja,ja,ja,
2018-04-07,Randaberg kulturskole,nei,nei,nei,lørdag
2018-04-08,Randaberg kulturskole,nei,nei,nei,søndag
2018-04-09,Randaberg kulturskole,ja,ja,ja,
2018-04-10,Randaberg kulturskole,ja,ja,ja,
2018-04-11,Randaberg kulturskole,ja,ja,ja,
2018-04-12,Randaberg kulturskole,ja,ja,ja,
2018-04-13,Randaberg kulturskole,ja,ja,ja,
2018-04-14,Randaberg kulturskole,nei,nei,nei,lørdag
2018-04-15,Randaberg kulturskole,nei,nei,nei,søndag
2018-04-16,Randaberg kulturskole,ja,ja,ja,
2018-04-17,Randaberg kulturskole,ja,ja,ja,
2018-04-18,Randaberg kulturskole,ja,ja,ja,
2018-04-19,Randaberg kulturskole,ja,ja,ja,
2018-04-20,Randaberg kulturskole,ja,ja,ja,
2018-04-21,Randaberg kulturskole,nei,nei,nei,lørdag
2018-04-22,Randaberg kulturskole,nei,nei,nei,søndag
2018-04-23,Randaberg kulturskole,ja,ja,ja,
2018-04-24,Randaberg kulturskole,ja,ja,ja,
2018-04-25,Randaberg kulturskole,ja,ja,ja,
2018-04-26,Randaberg kulturskole,ja,ja,ja,
2018-04-27,Randaberg kulturskole,ja,ja,ja,
2018-04-28,Randaberg kulturskole,nei,nei,nei,lørdag
2018-04-29,Randaberg kulturskole,nei,nei,nei,søndag
2018-04-30,Randaberg kulturskole,ja,ja,ja,
2018-05-01,Randaberg kulturskole,nei,nei,nei,Off. høytidsdag
2018-05-02,Randaberg kulturskole,ja,ja,ja,
2018-05-03,Randaberg kulturskole,ja,ja,ja,
2018-05-04,Randaberg kulturskole,ja,ja,ja,
2018-05-05,Randaberg kulturskole,nei,nei,nei,lørdag
2018-05-06,Randaberg kulturskole,nei,nei,nei,søndag
2018-05-07,Randaberg kulturskole,ja,ja,ja,
2018-05-08,Randaberg kulturskole,ja,ja,ja,
2018-05-09,Randaberg kulturskole,ja,ja,ja,
2018-05-10,Randaberg kulturskole,nei,nei,nei,Kr. Himmelfartsdag
2018-05-11,Randaberg kulturskole,ja,ja,ja,
2018-05-12,Randaberg kulturskole,nei,nei,nei,lørdag
2018-05-13,Randaberg kulturskole,nei,nei,nei,søndag
2018-05-14,Randaberg kulturskole,ja,ja,ja,
2018-05-15,Randaberg kulturskole,ja,ja,ja,
2018-05-16,Randaberg kulturskole,ja,ja,ja,
2018-05-17,Randaberg kulturskole,nei,nei,nei,Grunnlovsdag
2018-05-18,Randaberg kulturskole,nei,nei,nei,Fridag
2018-05-19,Randaberg kulturskole,nei,nei,nei,lørdag
2018-05-20,Randaberg kulturskole,nei,nei,nei,1. pinsedag
2018-05-21,Randaberg kulturskole,nei,nei,nei,2. pinsedag
2018-05-22,Randaberg kulturskole,ja,ja,ja,
2018-05-23,Randaberg kulturskole,ja,ja,ja,
2018-05-24,Randaberg kulturskole,ja,ja,ja,
2018-05-25,Randaberg kulturskole,ja,ja,ja,
2018-05-26,Randaberg kulturskole,nei,nei,nei,lørdag
2018-05-27,Randaberg kulturskole,nei,nei,nei,søndag
2018-05-28,Randaberg kulturskole,ja,ja,ja,
2018-05-29,Randaberg kulturskole,ja,ja,ja,
2018-05-30,Randaberg kulturskole,ja,ja,ja,
2018-05-31,Randaberg kulturskole,ja,ja,ja,
2018-06-01,Randaberg kulturskole,ja,ja,ja,
2018-06-02,Randaberg kulturskole,nei,nei,nei,lørdag
2018-06-03,Randaberg kulturskole,nei,nei,nei,søndag
2018-06-04,Randaberg kulturskole,ja,ja,ja,
2018-06-05,Randaberg kulturskole,ja,ja,ja,
2018-06-06,Randaberg kulturskole,ja,ja,ja,
2018-06-07,Randaberg kulturskole,ja,ja,ja,
2018-06-08,Randaberg kulturskole,ja,ja,ja,
2018-06-09,Randaberg kulturskole,nei,nei,nei,lørdag
2018-06-10,Randaberg kulturskole,nei,nei,nei,søndag
2018-06-11,Randaberg kulturskole,ja,ja,ja,
2018-06-12,Randaberg kulturskole,ja,ja,ja,
2018-06-13,Randaberg kulturskole,ja,ja,ja,
2018-06-14,Randaberg kulturskole,ja,ja,ja,
2018-06-15,Randaberg kulturskole,ja,ja,ja,
2018-06-16,Randaberg kulturskole,nei,nei,nei,lørdag
2018-06-17,Randaberg kulturskole,nei,nei,nei,søndag
2018-06-18,Randaberg kulturskole,ja,ja,ja,
2018-06-19,Randaberg kulturskole,ja,ja,ja,
2018-06-20,Randaberg kulturskole,ja,ja,ja,
2018-06-21,Randaberg kulturskole,ja,ja,ja,
2018-06-22,Randaberg kulturskole,ja,ja,ja,Siste skoledag
2018-06-23,Randaberg kulturskole,nei,nei,nei,lørdag
2018-06-24,Randaberg kulturskole,nei,nei,nei,søndag
2018-06-25,Randaberg kulturskole,nei,nei,ja,Sommerferie
2018-06-26,Randaberg kulturskole,nei,nei,ja,Sommerferie
2018-06-27,Randaberg kulturskole,nei,nei,ja,Sommerferie
2018-06-28,Randaberg kulturskole,nei,nei,ja,Sommerferie
2018-06-29,Randaberg kulturskole,nei,nei,ja,Sommerferie
2018-06-30,Randaberg kulturskole,nei,nei,nei,lørdag
2018-07-01,Randaberg kulturskole,nei,nei,nei,søndag
2018-07-02,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-03,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-04,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-05,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-06,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-07,Randaberg kulturskole,nei,nei,nei,lørdag
2018-07-08,Randaberg kulturskole,nei,nei,nei,søndag
2018-07-09,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-10,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-11,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-12,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-13,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-14,Randaberg kulturskole,nei,nei,nei,lørdag
2018-07-15,Randaberg kulturskole,nei,nei,nei,søndag
2018-07-16,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-17,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-18,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-19,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-20,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-21,Randaberg kulturskole,nei,nei,nei,lørdag
2018-07-22,Randaberg kulturskole,nei,nei,nei,søndag
2018-07-23,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-24,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-25,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-26,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-27,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-28,Randaberg kulturskole,nei,nei,nei,lørdag
2018-07-29,Randaberg kulturskole,nei,nei,nei,søndag
2018-07-30,Randaberg kulturskole,nei,nei,nei,Sommerferie
2018-07-31,Randaberg kulturskole,nei,nei,nei,Sommerferie
